window,threshold,maturity,signal,direction,horizon,correct_sign,n,mean_bps,std_pp,t_stat,t_pvalue,sign_p,wilcoxon_p,cohen_d,ci_low_bps,ci_high_bps,boot_low_bps,boot_high_bps,t_p_bh,sig_bh
60,2.0,10y,z<-2.0,negative,20,True,43,3.0348837209302277,0.06806190589698483,2.9239650530101455,0.005548738087938592,0.03153949735315109,0.0038951322635512042,0.4459004902865458,0.9402474320711354,5.12952000978932,0.9674418604651075,4.9943604651162765,0.013619629852212909,True
60,2.0,10y,z>+2.0,positive,5,True,37,-3.024324324324326,0.06861584098175598,-2.6810495093051188,0.011004472930975527,0.007632078602910042,0.00046338878746610135,-0.4407618242452866,-5.312090364411794,-0.7365582842368583,-5.335945945945943,-1.0760810810810897,0.021717608687563568,True
60,2.0,10y,z>+2.0,positive,10,True,37,-4.100000000000001,0.06481255022498848,-3.8479162272814484,0.0004687470299861596,4.12575900554657e-05,5.546273314394057e-06,-0.6325935310009212,-6.260958012824133,-1.93904198717587,-6.236554054054053,-2.263040540540539,0.002233441731110525,True
60,2.0,10y,z>+2.0,positive,20,True,37,-3.9270270270270182,0.06800843438241423,-3.5123838789097546,0.001216170700636491,0.007632078602910042,0.00016306739416904747,-0.5774323527204264,-6.194541122802261,-1.6595129312517765,-6.043243243243233,-2.062027027027019,0.004581852407049105,True
60,2.5,2y,z<-2.5,negative,5,True,19,3.3631578947368403,0.061232898316651074,2.394083213000957,0.027761842445762793,0.1670684814453125,0.025821685791015625,0.549240357257807,0.41182666803056545,6.314489121443115,0.909736842105253,6.037368421052638,0.041642763668644195,True
60,2.5,2y,z<-2.5,negative,10,True,19,3.989473684210524,0.05670772506344575,3.066550916640124,0.006647941399931756,0.0192108154296875,0.00202178955078125,0.703515028992438,1.2562488267206346,6.722698541700413,1.4736842105263115,6.513289473684207,0.0154086245387513,True
60,2.5,2y,z<-2.5,negative,20,True,19,3.7105263157894752,0.06638012983888264,2.4365437785571618,0.025440347341462763,0.1670684814453125,0.036067962646484375,0.5589814790654428,0.5111064710319795,6.90994616054697,1.1338157894736836,6.793552631578946,0.03925082161254255,True
60,2.5,2y,z>+2.5,positive,5,True,23,-27.547826086956512,0.6679969971057448,-1.9777743510671588,0.06061432424031188,0.002599477767944336,3.266334533691406e-05,-0.41239445994987994,-56.434182394599205,1.3385302206861793,-53.079239130434786,-2.6861956521739003,0.07273718908837425,False
60,2.5,2y,z>+2.5,positive,10,True,23,-26.304347826086953,0.6415946382583767,-1.9662137583781967,0.06201737688469142,0.002599477767944336,0.0016598701477050781,-0.4099839097391884,-54.048980520701804,1.4402848685278968,-52.305543478260866,-2.2164130434782674,0.07333441646218986,False
60,2.5,2y,z>+2.5,positive,20,True,23,-17.530434782608694,0.5642582769991551,-1.4899739210726444,0.15042924257869153,0.6776394844055176,0.3446848392486572,-0.3106810391127846,-41.930792433249344,6.8699228680319555,-43.10391304347825,0.32652173913043164,0.15621498267787198,False
60,2.5,5y,z<-2.5,negative,5,True,25,2.648000000000004,0.037969417518137816,3.4870168850168257,0.0019024688354455008,0.0009105205535888672,0.00012022256851196289,0.6974033770033651,1.0806994759692359,4.215300524030773,1.3918000000000044,4.4282,0.006221007111631975,True
